AccountOID,ConsumptionDate,Consumption
260726,2021-02-21,0.002
152526,2019-03-17,0.000
112490,2018-12-09,0.081
187989,2019-07-22,0.911
55005,2020-06-02,0.994
39681,2021-03-09,0.413
245493,2020-01-21,15.680
251881,2019-10-28,1.192
62776,2020-05-21,0.980
122982,2021-01-08,1.699
246516,2021-01-08,0.001
248098,2019-09-13,7.925
848,2020-05-20,0.462
37302,2020-01-27,11.572
34770,2019-03-01,1.547
256766,2020-09-01,2.431
187271,2019-09-23,0.594
256766,2019-09-16,83.031
106646,2020-08-27,0.161
86661,2020-06-09,0.875
71392,2020-01-20,0.981
76953,2019-01-15,0.186
257172,2020-03-13,0.263
259030,2020-02-28,0.153
37358,2020-01-10,0.081
245883,2021-01-18,0.991
67113,2019-07-08,0.895
272294,2020-10-20,0.333
256609,2020-10-28,1.021
13784,2020-06-21,1.280
250095,2019-10-18,0.816
33447,2020-01-03,1.102
20550,2020-08-15,0.415
139516,2019-12-01,60.258
245344,2020-04-08,0.026
135605,2019-03-09,0.211
273259,2020-05-11,0.419
13155,2020-05-09,0.000
245317,2020-10-14,0.100
255813,2019-08-05,0.016
139516,2019-07-27,46.521
256969,2021-01-08,0.060
20342,2020-08-25,1.346
150462,2019-08-16,0.333
139516,2020-11-26,54.335
256946,2020-01-08,22.340
250097,2020-07-22,2.701
57653,2021-02-08,0.804
261206,2019-06-17,1.243
57653,2019-08-11,1.161
10481,2019-05-09,1.071
49043,2020-01-29,1.254
253208,2020-07-14,1.097
6562,2019-03-04,0.120
57653,2019-12-06,0.667
273259,2020-04-05,0.044
249951,2020-12-08,0.058
716,2020-06-17,0.687
256920,2021-01-26,1.770
97105,2020-10-02,0.468
250004,2020-02-07,68.000
269089,2020-07-19,1.090
250199,2019-09-13,3.934
798,2019-12-01,0.975
245344,2020-11-02,0.049
123533,2019-09-09,0.472
139516,2019-11-21,50.887
251229,2019-01-11,1.280
128194,2020-04-23,0.682
5802,2020-09-23,0.171
13155,2018-12-16,0.001
248696,2019-05-04,0.009
256156,2019-07-11,3.760
244424,2020-12-16,0.260
151568,2020-01-12,4.296
261616,2020-03-26,0.278
13155,2020-09-03,0.049
151568,2020-08-31,4.324
247568,2019-04-30,1.057
5493,2019-12-11,0.000
258102,2020-03-11,0.000
107142,2020-12-27,0.143
124089,2020-03-04,0.259
137018,2020-12-27,0.262
16129,2020-06-13,0.631
256508,2018-12-30,0.000
250020,2020-09-11,478.200
256084,2021-02-01,0.190
249397,2021-03-09,5.974
20342,2020-03-17,1.738
17194,2021-01-06,1.732
13964,2020-12-22,0.817
74697,2020-11-10,0.741
40839,2021-02-02,0.515
252287,2020-08-29,0.604
16129,2019-01-05,0.621
8621,2019-07-03,1.645
250252,2020-08-12,15.000
263528,2019-07-11,1.459
3941,2020-03-10,0.098
152526,2019-01-15,0.000
33804,2019-08-06,0.822
246516,2019-07-21,0.000
269416,2021-03-12,0.381
250199,2019-06-26,3.152
256970,2020-11-08,0.126
20342,2018-12-17,1.144
171301,2019-10-09,0.824
252287,2020-03-06,0.310
256972,2020-07-18,0.030
142606,2021-03-13,1.487
273259,2020-12-27,0.010
65583,2020-02-24,0.022
267585,2021-02-21,5.491
245105,2021-02-28,5.640
254812,2021-03-01,1.013
245344,2020-11-24,0.033
20753,2019-01-23,0.262
122982,2021-02-04,0.527
250781,2019-09-13,0.624
250574,2020-06-14,3.210
74697,2020-09-13,0.414
106646,2020-10-05,0.192
252388,2020-09-28,125.146
6562,2019-05-02,0.072
261517,2021-01-10,0.000
150462,2020-12-16,0.079
256351,2020-07-25,0.618
20342,2021-03-11,1.942
256972,2019-08-02,0.260
72238,2021-03-11,0.089
248128,2020-12-25,0.347
181113,2020-04-29,0.000
137018,2019-09-30,0.154
139513,2020-07-26,66.893
139515,2019-05-28,0.357
264909,2020-06-29,0.050
136212,2019-05-01,1.997
252287,2019-11-25,0.304
257172,2020-10-29,0.252
54212,2020-01-08,0.897
184099,2020-01-07,0.003
252287,2019-09-27,0.400
250022,2019-09-03,810.800
97302,2021-01-16,0.136
264362,2020-12-30,0.677
11741,2019-08-22,1.814
246516,2020-12-13,0.001
256946,2021-01-15,2.790
136213,2019-03-18,5.452
245302,2020-05-15,1.128
256969,2019-08-17,0.133
247000,2020-05-09,1.636
245375,2019-02-18,0.085
246032,2019-10-24,0.821
107431,2020-12-09,55.398
3941,2020-08-18,0.000
136213,2019-09-10,4.969
20342,2021-02-17,2.577
150998,2020-05-06,1.314
76953,2020-11-14,0.695
250202,2020-10-06,2.174
144822,2021-01-22,0.335
20753,2019-02-14,0.317
131327,2020-08-13,0.000
250781,2018-12-31,0.337
106646,2019-06-05,0.212
260221,2020-02-04,1.110
29102,2020-10-01,1.085
260185,2021-02-04,5.295
187989,2020-10-21,0.630
263528,2019-06-01,1.562
256970,2020-11-27,0.118
249971,2019-07-29,800.000
245105,2019-05-11,6.000
137018,2019-09-27,0.202
107431,2019-05-01,35.810
259030,2020-09-13,0.089
85008,2021-02-28,0.523
97105,2021-02-16,0.544
262462,2020-02-12,1.135
261986,2021-03-16,1.280
246516,2019-07-02,0.001
253374,2021-03-20,0.087
107142,2020-12-08,0.481
274411,2020-06-21,0.487
261206,2019-01-02,1.115
245375,2019-08-25,0.023
254525,2020-08-19,0.030
5802,2020-08-22,0.057
256609,2020-04-06,0.000
248128,2020-05-09,0.909
150462,2020-11-14,0.165
259866,2020-08-09,0.254
245493,2021-03-04,1.336
251881,2021-03-16,4.577
171301,2020-12-27,0.715
262835,2020-09-14,3.901
152526,2020-09-23,0.019
68102,2020-05-08,0.273
57653,2021-02-05,0.390
29401,2018-12-14,2.145
245344,2020-10-23,0.040
69535,2019-09-16,1.283
44788,2019-10-12,0.660
150462,2019-01-27,0.607
254695,2021-01-22,4.323
254538,2021-02-20,0.248
263567,2019-11-22,6.920
150462,2019-03-11,0.229
245314,2020-09-13,10.140
115301,2019-01-07,0.711
251229,2020-12-07,2.400
136213,2021-03-21,8.086
44135,2021-02-11,0.732
269084,2020-06-19,1.655
37358,2021-02-22,0.159
267585,2020-08-15,5.392
244391,2020-10-05,0.930
248696,2019-03-25,0.145
44788,2020-11-23,0.932
139517,2021-01-06,77.270
249660,2020-12-18,1.005
32383,2020-06-20,0.000
13942,2020-04-28,2.200
44788,2019-03-21,0.815
49043,2020-09-15,1.350
257225,2020-11-27,0.341
37309,2020-02-27,24.222
248917,2021-01-30,11.893
37309,2020-11-01,30.236
123533,2020-10-11,0.431
245883,2019-10-17,1.231
40839,2021-03-14,0.451
262929,2019-06-20,0.591
20753,2020-07-13,0.285
151568,2021-03-14,5.015
1004,2019-11-06,0.339
80569,2020-11-22,0.495
249860,2020-01-01,1.281
259030,2019-12-29,0.086
256919,2020-01-11,0.000
17194,2020-09-26,1.420
255254,2019-08-12,0.611
108293,2020-08-24,0.491
249860,2019-10-13,1.598
848,2019-08-06,0.291
250202,2019-10-01,2.007
248224,2021-01-01,1.372
256946,2020-03-06,35.140
260417,2020-01-26,1.510
260417,2020-10-30,0.727
16129,2020-10-30,0.363
250202,2020-05-20,4.183
272294,2019-05-17,0.140
139516,2020-07-10,61.482
245302,2020-04-23,1.154
39681,2019-05-03,0.229
123533,2020-02-17,0.537
17194,2020-12-15,0.815
257172,2020-05-21,0.298
249943,2021-02-10,29.730
259866,2019-12-31,0.732
244680,2019-12-15,0.536
250095,2020-04-06,0.417
9953,2020-10-29,0.416
245958,2020-07-01,0.230
139514,2020-01-03,0.764
246516,2021-01-18,0.001
37309,2020-04-07,23.393
253177,2020-11-20,1.179
250095,2019-05-05,0.442
256508,2018-12-08,0.000
97105,2020-03-19,6.811
29330,2020-06-21,1.156
107142,2019-06-07,0.232
263567,2021-01-29,4.310
178474,2019-12-19,0.069
277704,2020-10-13,0.309
13537,2019-09-24,1.517
249660,2020-10-10,0.810
259030,2020-08-04,0.047
5479,2019-10-24,0.893
245344,2019-12-01,0.000
20753,2021-01-22,0.546
250202,2020-01-24,1.454
16129,2020-07-05,0.692
249897,2018-12-16,367.320
245883,2020-06-03,1.000
261100,2020-07-10,0.422
257402,2021-01-25,2.280
246516,2021-02-09,0.000
150998,2020-02-16,1.139
848,2020-11-02,0.353
39681,2019-09-19,0.381
33447,2020-10-25,1.306
131327,2019-07-14,0.787
13155,2020-02-19,0.171
249951,2021-02-05,0.068
12857,2020-01-11,2.129
244680,2019-09-01,2.043
255456,2020-08-23,3.344
3941,2020-02-17,0.000
187989,2019-06-20,0.484
139516,2020-09-07,65.826
254525,2021-02-21,0.014
246032,2021-02-23,0.990
255456,2019-05-14,1.040
244899,2021-01-31,0.053
106646,2020-05-07,0.226
250195,2020-07-13,3.456
256919,2020-05-29,0.098
20753,2020-01-17,0.376
249660,2020-10-18,0.662
250781,2019-08-07,0.653
262259,2021-02-27,0.538
261616,2019-10-02,16.315
283681,2019-10-10,2.117
250022,2020-10-15,190.800
273259,2020-06-02,0.239
262259,2021-01-22,0.497
132516,2021-01-13,0.271
10481,2019-12-14,0.673
246066,2020-10-18,6.320
40839,2019-04-01,0.295
267585,2020-05-15,16.067
68102,2020-06-04,0.227
7336,2021-03-15,0.000
253374,2020-09-30,0.574
37358,2020-04-02,0.000
250004,2020-02-21,83.000
123533,2018-12-27,0.379
250022,2019-07-06,535.100
263528,2019-11-05,1.421
256972,2020-11-10,0.050
250004,2021-01-01,84.000
250567,2019-03-24,8.466
250255,2020-10-23,2.757
151568,2020-03-23,3.988
62776,2019-12-22,0.954
20681,2020-05-29,0.074
13155,2020-01-15,5.904
5493,2019-06-18,0.000
139515,2020-03-14,0.621
798,2019-01-12,0.309
131327,2020-03-26,0.778
245375,2020-06-08,0.507
270305,2020-03-16,0.260
277704,2020-11-19,0.359
256971,2021-01-26,0.000
37358,2019-11-02,0.032
33804,2019-06-09,0.677
124089,2021-01-25,0.226
7336,2020-05-04,0.017
139515,2020-01-03,0.604
250022,2020-10-02,197.100
151568,2021-02-23,4.027
256946,2020-12-09,3.240
256508,2020-09-05,0.000
6547,2020-09-16,0.006
150998,2019-01-04,6.880
97302,2020-04-13,0.299
246596,2020-06-17,0.522
262259,2020-06-16,0.589
39681,2021-01-20,0.374
254538,2020-04-29,0.594
245332,2020-07-04,0.000
135191,2019-10-14,0.686
11741,2021-02-19,1.319
277704,2020-07-25,0.230
255813,2019-10-03,14.008
20342,2019-07-27,1.937
254525,2020-06-19,0.000
262645,2020-07-27,0.826
13964,2021-01-13,1.100
42923,2019-02-28,1.319
80569,2020-05-20,0.284
255254,2020-07-14,0.479
259866,2021-02-11,0.365
261100,2021-02-14,0.220
171301,2020-04-26,0.501
13155,2020-01-28,0.152
13024,2020-11-14,0.000
56796,2020-01-09,1.022
252287,2020-09-20,0.761
255456,2019-07-24,0.455
260726,2021-02-02,0.001
251229,2020-06-19,1.430
10065,2019-09-22,0.346
244680,2019-06-22,1.561
247389,2020-01-30,1.677
256971,2020-06-06,0.022
254538,2020-08-24,0.644
5493,2019-08-28,0.000
139516,2021-01-02,58.595
848,2020-01-29,0.381
33447,2020-01-08,0.763
255086,2019-12-10,0.107
142606,2020-08-18,1.254
20681,2020-09-23,0.504
250197,2020-05-06,3.795
131327,2020-02-19,0.882
124089,2020-11-15,0.512
246596,2020-02-08,0.387
5493,2020-07-30,0.000
139514,2019-09-08,0.502
254538,2020-04-07,0.788
248098,2020-11-20,0.363
46157,2019-04-16,1.214
6564,2021-01-18,0.547
250022,2021-02-09,314.600
179922,2020-09-09,0.462
16581,2018-12-17,0.542
250202,2019-06-06,2.511
59449,2020-01-30,0.943
254538,2020-10-22,0.313
253374,2020-02-23,0.940
139516,2019-05-29,44.492
49043,2019-04-13,1.451
49043,2019-08-21,2.382
33447,2019-09-13,0.822
13636,2019-09-23,1.591
17194,2019-01-29,1.442
246066,2020-03-22,3.160
253374,2020-03-16,0.251
108293,2020-10-21,0.289
250781,2021-01-13,0.353
24294,2019-10-14,0.001
20342,2021-01-11,1.754
123533,2018-12-14,0.137
29102,2019-04-03,0.979
249660,2020-09-26,1.128
13155,2019-08-05,1.011
267585,2019-12-28,3.077
247568,2019-12-18,1.013
251881,2020-05-01,0.898
49043,2020-08-14,1.585
245493,2020-12-25,1.134
29401,2020-05-25,1.866
6562,2018-12-14,0.116
33447,2020-04-10,1.627
262259,2020-12-31,0.604
85008,2019-10-07,0.691
39681,2019-07-12,0.069
10065,2019-09-04,1.712
24294,2020-11-15,0.000
264909,2020-06-10,0.240
246272,2020-02-04,1.692
187271,2019-01-17,0.906
250097,2019-12-27,2.531
37309,2020-11-08,31.249
262929,2020-08-01,1.400
13964,2019-10-15,1.393
5493,2019-11-14,0.050
245958,2020-10-29,11.200
56796,2018-12-29,1.137
139517,2020-11-16,76.564
32383,2020-08-10,0.000
107142,2019-09-06,0.113
250567,2020-08-20,20.931
253177,2021-02-19,1.256
250781,2020-02-18,0.495
256946,2019-09-08,26.510
253374,2021-01-29,0.554
256946,2020-03-24,7.150
244424,2019-03-12,1.150
9953,2020-08-21,0.456
256502,2020-12-17,46.523
273259,2019-10-09,0.310
256969,2020-06-09,0.054
6555,2020-04-02,0.313
274411,2019-10-17,0.126
32383,2020-03-15,0.000
135191,2019-08-14,0.987
62776,2021-03-24,0.602
250574,2020-05-04,1.007
256972,2020-11-06,0.110
246596,2020-11-13,0.432
256502,2019-07-27,0.000
13537,2019-12-25,1.415
258102,2020-07-18,78.769
244858,2020-03-12,3.261
62776,2020-09-06,0.000
6564,2020-01-23,0.265
184099,2019-03-16,0.996
250022,2019-06-26,496.500
250020,2020-05-13,582.200
258102,2020-07-25,77.228
256972,2020-11-13,0.070
277704,2020-07-06,0.386
251229,2020-10-18,0.280
262259,2019-10-23,0.864
256920,2020-11-18,2.050
17194,2020-10-06,1.570
269752,2019-06-26,0.362
247568,2019-08-29,1.038
250197,2019-12-08,5.146
254812,2019-07-31,7.692
256969,2019-03-12,0.337
270305,2021-03-18,0.000
29401,2019-02-03,1.944
256971,2020-09-11,0.000
244905,2020-12-21,0.701
20681,2020-05-25,0.268
865,2018-12-30,0.000
59449,2020-01-20,0.853
250004,2020-06-07,133.000
136212,2020-10-05,1.815
248098,2019-06-08,0.693
283681,2021-02-21,2.957
245332,2020-09-01,0.000
246516,2020-04-24,0.000
250022,2020-11-06,256.300
256946,2020-09-20,3.110
250202,2020-12-04,2.197
20342,2020-10-23,1.555
106646,2019-11-13,0.149
249897,2021-01-21,26.938
29330,2021-03-17,0.833
21106,2020-09-01,0.110
37358,2020-03-11,0.015
258924,2020-12-13,0.606
17592,2019-10-25,0.059
54212,2020-07-02,1.594
277704,2019-10-08,0.209
256502,2019-04-11,0.000
5802,2019-07-29,0.168
246596,2020-09-05,0.184
245958,2020-08-29,2.580
256508,2019-10-04,0.000
256508,2018-12-16,0.000
3592,2021-02-05,0.000
59449,2020-11-16,1.799
5493,2019-10-13,0.000
245375,2020-02-12,1.019
67113,2019-05-16,0.002
179630,2020-08-16,0.000
248696,2019-10-27,0.034
136212,2019-08-12,2.035
32053,2020-09-29,330.764
136482,2020-10-07,0.446
261616,2019-09-10,16.545
13964,2019-09-13,1.045
102613,2019-09-22,0.000
132516,2020-11-16,0.466
42923,2020-03-29,0.931
137018,2020-07-04,0.676
256502,2020-10-09,0.000
249397,2020-07-05,54.426
250202,2020-07-18,2.086
256609,2021-01-28,0.987
245883,2019-12-10,0.925
249397,2020-09-01,67.039
12857,2019-04-09,2.836
263623,2020-08-09,22.760
128194,2019-08-20,0.555
255086,2020-06-23,5.289
245028,2020-06-04,3.485
248098,2020-07-17,0.394
250387,2019-09-22,1.475
269416,2019-09-25,0.363
798,2021-01-13,0.369
261206,2020-07-29,0.981
255086,2020-02-28,0.111
112490,2019-02-25,0.360
5802,2020-02-25,0.237
16129,2020-10-16,0.485
269752,2020-07-27,0.621
16581,2019-12-01,0.341
58197,2020-02-25,0.375
244391,2021-01-13,0.819
269752,2019-09-17,0.410
247568,2020-06-12,0.513
249660,2019-10-25,33.930
139516,2019-12-04,51.987
29330,2021-02-23,0.876
39681,2020-06-15,0.292
256766,2020-01-15,9.484
249860,2021-01-24,1.500
261206,2019-12-14,0.715
264362,2020-02-08,0.801
20753,2019-07-22,0.128
40839,2019-10-27,0.501
139514,2019-10-10,0.958
256508,2019-05-08,0.000
259030,2020-06-04,0.065
245344,2020-05-29,0.169
252287,2020-07-24,0.366
136482,2019-01-30,0.774
260221,2021-02-27,0.360
33804,2020-05-29,0.637
187271,2019-01-11,0.724
255254,2020-05-14,1.142
6557,2019-05-08,0.320
71392,2020-03-18,1.158
135191,2019-10-04,0.650
97302,2019-01-13,0.101
20342,2019-03-15,1.134
8621,2019-06-23,1.555
7087,2020-08-25,0.000
20681,2019-03-19,0.019
247568,2019-02-11,1.699
256508,2020-09-24,0.000
244424,2019-11-23,0.850
181113,2020-07-07,77.900
20753,2019-01-05,0.152
253177,2020-12-31,1.032
247568,2019-07-09,0.930
247389,2020-01-28,1.881
20550,2020-11-20,0.322
257172,2021-01-07,0.454
246032,2019-11-03,1.422
256655,2019-11-27,0.000
122982,2021-02-23,1.646
20753,2019-06-01,0.443
253374,2020-12-09,0.311
260185,2020-10-20,4.672
150462,2019-03-18,0.594
175989,2020-01-07,0.000
135191,2020-04-30,0.832
283681,2020-06-16,2.429
253208,2020-07-24,1.022
107142,2018-12-31,0.224
139516,2018-12-09,42.756
248365,2020-04-26,15.110
245314,2020-04-19,0.110
181113,2019-09-05,0.000
264909,2019-11-25,0.380
33804,2020-07-19,0.408
256970,2020-06-28,0.000
261206,2021-03-17,0.971
249397,2020-07-09,56.615
255254,2019-04-09,0.813
16129,2019-05-21,0.554
13155,2020-07-26,0.097
54212,2020-10-31,0.729
54212,2019-06-13,0.352
187989,2019-04-16,1.123
135191,2020-11-15,0.692
108293,2020-02-26,0.045
5479,2019-05-19,0.375
58197,2019-08-10,0.321
250022,2020-01-10,1151.300
199151,2020-09-30,0.043
259030,2020-07-25,0.049
246272,2019-07-16,4.505
10481,2019-04-26,0.771
250004,2019-07-03,1.440
139515,2020-12-04,0.673
272294,2020-09-17,0.130
244424,2019-10-26,0.710
248917,2019-10-01,18.310
250197,2020-02-03,3.562
58197,2021-01-05,0.328
252388,2021-02-05,127.410
32053,2020-07-11,276.015
67113,2020-10-08,0.014
135605,2018-12-28,0.228
252388,2020-03-28,117.667
246032,2020-01-25,0.913
123533,2020-10-21,0.334
244391,2020-02-11,0.541
20884,2020-08-08,0.014
261100,2020-06-21,0.006
262835,2020-12-14,4.204
249397,2020-04-14,5.572
187271,2020-01-22,0.329
244424,2020-05-11,0.070
716,2020-06-04,0.620
135191,2019-11-05,0.510
10065,2019-09-01,1.629
56796,2020-07-03,1.523
268752,2020-11-22,1.178
72238,2020-06-15,0.538
250436,2020-09-01,59.600
13636,2020-10-22,1.110
250202,2020-03-10,1.985
254695,2020-08-18,214.579
245302,2019-11-14,3.501
248696,2020-11-02,0.081
259866,2020-06-01,0.155
262462,2021-01-10,1.782
256156,2020-10-29,2.190
85008,2020-08-03,8.428
252287,2019-05-20,0.632
253374,2020-05-23,0.002
258924,2020-05-29,2.955
76953,2020-01-27,0.000
245344,2020-02-07,0.012
250175,2019-06-05,6.250
250195,2021-02-16,4.127
135191,2019-06-18,0.660
20342,2020-01-27,1.954
179922,2021-03-24,0.342
1004,2019-12-23,0.593
58197,2020-07-13,0.387
865,2020-09-15,0.558
274411,2019-01-01,0.342
58197,2021-01-28,0.495
199151,2020-02-21,0.004
262462,2020-03-01,1.118
15898,2019-12-24,3.640
255086,2021-01-30,0.037
20550,2020-11-21,0.746
250020,2019-11-26,1643.500
20884,2020-08-30,0.001
7038,2019-01-14,0.469
256766,2020-06-01,2.322
244391,2020-07-21,1.735
244899,2020-05-21,0.266
32383,2019-06-10,0.000
13155,2019-07-23,0.237
9953,2019-05-01,0.411
264909,2020-10-08,0.150
262835,2019-11-12,4.430
256971,2020-07-15,0.000
46157,2020-03-28,1.405
20884,2019-10-07,0.088
65583,2020-09-11,0.008
76953,2019-08-01,0.139
262645,2021-01-14,0.371
250097,2020-10-28,2.758
264362,2020-12-05,0.587
250095,2020-10-09,0.606
171301,2019-06-20,0.575
86661,2020-01-09,0.411
184099,2019-08-11,0.620
245515,2020-06-25,2.571
150462,2019-11-23,0.279
255813,2019-03-31,4.553
247389,2020-07-06,0.673
268752,2019-01-05,0.492
260185,2020-12-11,13.044
256655,2019-11-21,0.000
139514,2021-01-07,0.818
16129,2019-07-11,0.430
254538,2020-06-15,0.792
269752,2020-08-06,0.501
20342,2019-11-27,1.365
32383,2019-06-29,0.000
107142,2021-03-15,0.363
246596,2020-02-27,0.429
144822,2020-03-02,0.298
17592,2019-07-19,0.112
250197,2020-10-11,4.120
190642,2020-05-18,0.529
262645,2020-06-29,1.821
6564,2020-09-29,0.045
250020,2020-12-02,630.400
251704,2020-04-04,0.000
46157,2021-01-23,1.107
272294,2019-04-13,0.313
39681,2020-05-14,0.217
250409,2020-08-11,90.000
261986,2020-03-24,0.567
256970,2020-02-02,0.120
262259,2020-08-24,0.538
256969,2020-12-29,0.080
263623,2021-01-22,19.350
175989,2019-11-16,0.000
261206,2019-07-19,1.000
245332,2020-07-16,0.000
6547,2020-04-11,0.002
246629,2020-12-22,1.302
262929,2019-03-04,1.312
251229,2020-05-23,0.050
49043,2019-10-01,1.348
268752,2019-02-25,0.691
20041,2020-12-16,0.266
44788,2020-01-22,0.686
62776,2020-07-17,1.141
44788,2019-07-07,0.762
249397,2019-12-17,7.373
251881,2019-04-08,2.428
62776,2021-02-01,0.967
245332,2020-09-11,0.000
256502,2019-11-06,0.000
13024,2020-11-24,0.053
57653,2020-10-20,0.623
16581,2020-04-08,0.000
262259,2019-12-08,0.754
13155,2020-01-10,1.419
253208,2019-03-13,0.474
24294,2019-11-05,0.340
6507,2021-03-16,0.097
256946,2021-02-06,2.530
269752,2021-03-03,0.515
24294,2020-01-15,0.482
136212,2020-02-03,1.190
246272,2020-08-17,0.777
136213,2021-03-10,7.105
13942,2019-03-27,1.438
151213,2019-11-29,0.505
65583,2020-09-30,0.338
261206,2020-02-04,0.845
15898,2020-09-18,0.674
247000,2020-10-08,0.984
139516,2019-10-06,62.942
251881,2019-07-29,1.274
246516,2021-01-26,0.038
244680,2019-02-03,0.487
274411,2019-10-06,0.330
80569,2020-11-12,3.549
272294,2019-04-03,0.129
24294,2020-12-17,1.943
253374,2021-02-16,0.036
250567,2019-05-21,7.189
246032,2020-07-20,0.895
253208,2020-02-13,4.488
13155,2020-03-26,0.000
57653,2019-12-14,0.759
187989,2018-12-26,0.951
13155,2021-02-02,0.137
3941,2020-12-13,0.000
187989,2020-04-06,0.856
5479,2020-10-09,0.551
255456,2019-05-27,0.812
261616,2020-09-03,8.925
97302,2019-01-15,0.184
3592,2020-03-05,0.000
6555,2020-10-27,0.524
37358,2021-03-05,0.007
263567,2020-09-22,2.950
135605,2019-12-12,0.000
135605,2020-11-13,1.595
253177,2021-01-18,0.854
6555,2020-11-18,0.876
190642,2020-09-16,0.355
250004,2019-01-08,0.930
181113,2019-12-12,0.000
107142,2020-03-24,0.302
256655,2020-10-04,0.000
179630,2020-09-07,0.001
283681,2019-07-22,2.801
136482,2020-09-15,0.775
273259,2020-12-17,0.304
798,2019-12-15,1.134
246066,2020-11-09,18.960
248365,2020-06-05,0.950
260185,2021-02-18,5.236
262645,2020-08-09,1.980
250282,2021-02-23,0.875
260185,2021-01-27,28.454
250020,2020-11-09,565.400
244858,2019-02-20,2.982
244680,2019-05-31,9.528
181113,2020-12-14,0.000
72238,2020-01-28,0.296
115301,2021-01-03,1.757
245317,2020-02-25,0.106
249897,2019-07-15,31.423
187271,2020-10-26,0.915
16581,2020-11-24,0.363
269416,2021-01-14,0.292
245375,2021-03-13,0.023
20753,2019-04-01,0.147
250195,2020-03-17,29.660
131327,2019-04-12,0.963
33804,2021-02-03,0.447
17592,2019-12-23,0.050
16129,2019-09-17,0.283
244680,2020-07-21,10.136
80569,2019-10-14,0.597
252388,2021-02-28,126.577
263528,2021-01-08,1.526
67113,2020-09-15,0.000
256084,2020-06-27,0.559
269752,2019-08-25,0.923
246516,2019-08-12,0.000
97302,2021-01-29,0.244
144822,2019-08-29,0.211
9953,2021-03-04,0.242
6507,2020-08-30,0.000
254695,2021-02-10,2.941
798,2019-03-21,0.459
20550,2020-04-26,0.719
245105,2019-12-26,0.000
865,2020-12-17,0.252
244424,2019-03-09,0.930
248224,2020-09-30,3.987
245332,2020-09-24,0.000
248128,2019-11-26,1.855
184099,2020-08-01,1.260
187271,2018-12-23,0.494
6547,2020-09-29,0.454
261986,2019-06-16,1.612
11741,2021-02-06,1.199
263623,2019-12-22,6.970
249943,2020-09-25,31.220
252388,2019-12-26,116.825
250175,2020-11-19,4.350
269752,2021-03-16,0.561
139517,2020-12-09,76.986
250195,2021-03-11,2.965
254695,2020-07-26,0.235
257402,2020-09-09,4.490
249660,2021-02-13,1.079
10481,2019-12-13,0.535
245317,2020-11-20,0.140
115301,2020-04-09,1.972
139517,2020-09-30,71.055
44135,2020-03-23,0.947
181113,2019-07-26,160.590
9953,2020-08-30,0.382
269752,2020-04-13,0.795
246516,2019-01-25,0.245
247389,2019-09-12,1.373
258102,2020-08-19,76.192
256609,2020-09-11,0.732
251881,2021-02-04,1.978
256609,2021-01-05,0.925
123533,2019-09-22,0.649
865,2021-02-23,0.106
256972,2019-03-17,0.180
116228,2019-07-14,0.532
250567,2021-01-14,6.964
17980,2019-09-04,0.385
259866,2020-11-14,0.933
49043,2019-05-06,2.451
250202,2020-03-11,2.308
42923,2020-08-05,0.779
250195,2021-02-20,5.043
97302,2019-11-17,0.530
270305,2020-12-06,0.000
251704,2019-07-29,9.662
137018,2019-06-11,0.120
248128,2019-12-06,1.623
20550,2019-10-20,0.542
65583,2021-02-06,0.546
268752,2020-05-29,1.215
250202,2019-08-15,1.911
10481,2020-02-12,0.598
716,2020-06-13,0.719
136213,2019-12-17,6.556
67113,2020-06-18,0.000
151213,2019-08-13,0.560
245515,2020-06-18,2.357
67113,2020-01-22,0.058
21106,2019-09-29,0.043
85008,2019-07-02,5.020
798,2020-05-21,0.546
131327,2020-08-02,0.167
37358,2020-04-21,0.000
34770,2019-04-21,0.906
262929,2020-11-06,0.898
250855,2021-02-03,0.917
37358,2019-11-25,0.087
8621,2020-08-10,1.888
250567,2020-07-01,6.103
39681,2019-05-26,0.236
260283,2020-09-17,0.674
245958,2020-04-03,0.230
245493,2021-02-28,1.024
13155,2020-08-06,0.365
255813,2021-01-22,6.751
151568,2020-07-09,5.638
4910,2019-10-31,3.439
249971,2019-03-03,5.850
49043,2019-01-24,1.329
112490,2020-09-27,0.304
55005,2019-02-23,2.023
250781,2020-07-25,0.089
136212,2020-06-30,1.179
249897,2020-11-22,39.181
20041,2020-05-21,0.629
246516,2019-08-21,0.000
256972,2020-06-08,0.050
142606,2019-02-17,1.742
135605,2019-05-08,0.220
254812,2019-12-31,0.322
273259,2020-03-15,0.047
244680,2021-01-17,0.001
250567,2019-05-30,8.608
256609,2020-12-17,0.757
44135,2020-01-04,1.052
115301,2021-02-10,1.553
171301,2020-01-09,1.225
255254,2019-09-12,0.433
13784,2020-09-19,0.791
187271,2019-04-28,0.899
250004,2020-03-01,64.000
250255,2020-08-05,4.886
247568,2020-08-19,0.300
244858,2019-10-06,3.450
248098,2019-07-25,0.257
124089,2020-11-28,0.132
139515,2019-01-31,0.484
13942,2020-02-27,1.414
151213,2018-12-27,0.960
247568,2020-02-15,0.001
249660,2020-01-15,1.245
56796,2019-08-01,0.000
1004,2020-01-14,0.448
139513,2020-02-24,59.895
115301,2018-12-19,1.106
132516,2019-12-15,0.176
244899,2020-01-02,1.130
152526,2020-12-10,0.021
255813,2019-03-28,12.214
